0;(3, 7);-0.40755524713257085
1;(9, 5);-0.4958174565611244
2;(6, 11);-1.983953250190291
3;(9, 2);-0.13795153351905204
4;(1, 10);-3.1490278936981304
5;(3, 0);-2.361277073044066
6;(10, 6);-0.15236160466085574
7;(4, 4);5.614313829389204
8;(6, 1);-0.8400953713755982
9;(9, 8);-5.837467024079952
10;(3, 10);-3.1490278936981304
11;(1, 0);-2.6117459947697834
12;(5, 5);5.536273110242609
13;(11, 11);4.899086622904004
14;(8, 2);-0.13795153351905204
15;(0, 10);-3.1490278936981304
16;(2, 3);-3.2188362698223916
17;(7, 0);-0.7128331463939583
18;(4, 9);-0.12264011641345754
19;(10, 11);-3.2845038988902147
20;(0, 4);-0.39078533681314254
21;(11, 5);-0.4958174565611244
22;(5, 11);-1.983953250190291
23;(5, 0);-0.7128331463939583
24;(8, 7);-0.40755524713257085
25;(6, 4);-1.9362924372235368
26;(1, 5);-0.4958174565611244
27;(9, 10);-5.194035992131141
28;(1, 2);-1.5139844485364002
29;(6, 3);-0.8403753653904387
30;(3, 8);-3.9883461213540894
31;(7, 5);-1.7719549083180768
32;(2, 6);-0.15236160466085574
33;(4, 7);-2.70212715255147
34;(10, 5);-0.4958174565611244
35;(0, 2);-1.6771680409940486
36;(11, 3);-0.8403753653904387
37;(8, 10);-3.5412101848745374
38;(5, 2);-0.13795153351905204
39;(8, 5);-0.4958174565611244
40;(9, 7);-0.40755524713257085
41;(3, 5);-0.4958174565611244
42;(11, 6);-0.15236160466085574
43;(5, 8);-3.9883461213540894
44;(0, 7);-0.40755524713257085
45;(2, 8);-3.9883461213540894
46;(10, 0);-0.7128331463939583
47;(4, 2);-0.13795153351905204
48;(7, 11);-1.983953250190291
49;(4, 5);-2.264824841964341
50;(10, 7);-0.40755524713257085
51;(8, 0);-0.7128331463939583
52;(11, 9);-1.04437809748347
53;(0, 8);-3.9883461213540894
54;(5, 7);-1.7020935291230932
55;(2, 5);-0.4958174565611244
56;(7, 6);-1.84911564694622
57;(3, 3);5.719895210586969
58;(9, 1);-0.8400953713755982
59;(1, 9);-0.12264011641345754
60;(6, 8);-3.9883461213540894
61;(0, 5);-0.4958174565611244
62;(11, 4);-0.39078533681314254
63;(5, 10);-3.1490278936981304
64;(1, 7);-0.40755524713257085
65;(6, 6);5.936833142512144
66;(3, 6);-0.15236160466085574
67;(9, 4);-0.39078533681314254
68;(7, 3);-0.8403753653904387
69;(2, 0);-3.0351405358614607
70;(10, 8);-4.062594663999639
71;(4, 10);-3.1490278936981304
72;(2, 7);-0.40755524713257085
73;(7, 4);-2.585614245241518
74;(0, 0);5.872737165517583
75;(11, 1);-0.8400953713755982
76;(8, 8);2.4561182526787118
77;(8, 3);-0.8403753653904387
78;(5, 4);-2.1028093224047524
79;(11, 10);-4.564045883484992
80;(0, 11);-1.983953250190291
81;(1, 1);5.715680232838885
82;(9, 9);7.761986084157571
83;(6, 0);-0.7128331463939583
84;(3, 11);-1.983953250190291
85;(3, 4);-0.39078533681314254
86;(9, 6);-0.15236160466085574
87;(4, 0);-0.7128331463939583
88;(7, 9);-0.12264011641345754
89;(10, 2);-0.13795153351905204
90;(2, 10);-3.1490278936981304
91;(6, 5);-2.870116631530718
92;(1, 4);-0.39078533681314254
93;(5, 1);-0.8400953713755982
94;(8, 6);-0.15236160466085574
95;(5, 6);-2.344369418454983
96;(0, 9);-0.12264011641345754
97;(8, 1);-0.8400953713755982
98;(11, 8);-4.521094928661389
99;(1, 11);-1.983953250190291
100;(6, 10);-3.1490278936981304
101;(9, 3);-0.8403753653904387
102;(3, 1);-2.5534223642457334
103;(8, 11);-2.950853903719244
104;(0, 3);-2.46477796518412
105;(11, 2);-0.13795153351905204
106;(10, 4);-0.39078533681314254
107;(4, 6);-1.5707491279845656
108;(6, 7);-2.326637963316401
109;(1, 6);-0.15236160466085574
110;(10, 10);3.85220837939628
111;(2, 2);6.770700541430206
112;(7, 1);-0.8400953713755982
113;(4, 8);-3.9883461213540894
114;(4, 3);-0.8403753653904387
115;(10, 1);-0.8400953713755982
116;(7, 10);-3.1490278936981304
117;(2, 9);-0.12264011641345754
118;(5, 9);-0.12264011641345754
119;(0, 6);-0.15236160466085574
120;(11, 7);-0.40755524713257085
121;(8, 9);-0.5003277248433431
122;(11, 0);-0.7128331463939583
123;(0, 1);-2.697207365879703
124;(6, 2);-0.13795153351905204
125;(9, 11);-4.615588570865418
126;(3, 9);-0.12264011641345754
127;(1, 3);-2.557407071751774
128;(1, 8);-3.9883461213540894
129;(6, 9);-0.12264011641345754
130;(9, 0);-0.7128331463939583
131;(3, 2);-1.7654451159644868
132;(7, 7);5.678490970240704
133;(2, 4);-0.39078533681314254
134;(7, 8);-3.9883461213540894
135;(4, 1);-0.8400953713755982
136;(10, 3);-0.8403753653904387
137;(2, 11);-1.983953250190291
138;(8, 4);-0.39078533681314254
139;(5, 3);-0.8403753653904387
140;(4, 11);-1.983953250190291
141;(7, 2);-0.13795153351905204
142;(2, 1);-2.9853366168402427
143;(10, 9);-0.2856736864791269
